date, pm25, pm10, o3, no2, so2, co
2019/5/6, 46, 23, 30, 14, 1, 
2019/5/7, 53, 30, 35, 11, 1, 
2019/5/8, 55, 33, 27, 17, 2, 
2019/5/9, 69, 20, 28, 11, 1, 
2019/5/10, 51, 17, 33, 7, 2, 
2019/5/11, 36, 16, 42, 2, 1, 
2019/5/12, 37, 17, 46, 4, 1, 
2019/5/13, 38, 21, 37, 11, , 
2019/5/14, 45, 30, 32, 12, , 
2019/5/15, 70, 31, 30, 14, 2, 
2019/5/16, 57, 20, 34, 13, 2, 
2019/5/17, 48, 8, 25, 8, 2, 
2019/5/18, 36, 9, 35, 6, , 
2019/5/19, 34, 17, 35, 9, , 
2019/5/20, 46, 17, 34, 8, , 
2019/5/21, 51, 18, 30, 10, , 
2019/5/22, 52, 28, 23, 14, 3, 
2019/5/23, 56, 15, 26, 8, 1, 
2019/5/24, 41, 13, 28, 4, , 
2019/5/25, 39, 12, 22, 6, , 
2019/5/26, 40, 15, 19, 10, , 
2019/5/27, 44, 18, 24, 8, , 
2019/5/28, 42, 16, 22, 7, 1, 
2019/5/29, 42, 18, 16, 11, , 
2019/5/30, 48, 30, 22, 13, , 
2019/5/31, 54, 27, 38, 14, 2, 
2019/6/1, 52, 20, 25, 11, 1, 
2019/6/2, 55, 16, 20, 7, , 
2019/6/3, 46, 19, 24, 10, 1, 
2019/6/4, 46, 13, 23, 11, 2, 
2019/6/5, 39, 11, 27, 8, , 
2019/6/6, 35, 11, 31, 7, 1, 
2019/6/7, 35, 15, 31, 7, 1, 
2019/6/8, 44, 11, 31, 3, , 
2019/6/9, 34, 11, 27, 8, 6, 
2019/6/10, 36, 14, 28, 9, , 
2019/6/11, 36, 14, 28, 8, , 
2019/6/12, 44, 13, 27, 8, , 
2019/6/13, 41, 11, 28, 8, , 
2019/6/14, 47, 12, 33, 6, , 
2019/6/15, 37, 11, 33, 3, , 
2019/6/16, 29, 18, 27, 9, 1, 
2019/6/17, 45, 26, 23, 10, 4, 
2019/6/18, 62, 19, 22, 13, 1, 
2019/6/19, 46, 10, 22, 8, , 
2019/6/20, 33, 6, 24, 4, , 
2019/6/21, 29, 16, 22, 6, , 
2019/6/22, 31, 15, 26, 9, 1, 
2019/6/23, 43, 13, 19, 13, , 
2019/6/24, 43, 18, 21, 11, , 
2019/6/25, 48, 12, 25, 6, , 
2019/6/26, 34, 14, 25, 10, 1, 
2019/6/27, 37, 13, 24, 9, 2, 
2019/6/28, 35, 13, 24, 5, , 
2019/6/29, 41, 11, 21, 2, , 
2019/6/30, 41, 10, 19, 3, , 
2019/1/1, 54, 10, 26, 12, , 
2019/1/2, 33, 12, 30, 9, 1, 
2019/1/3, 33, 20, 20, 18, 2, 
2019/1/4, 58, 27, 14, 22, 2, 
2019/1/5, 81, 23, 22, 19, 1, 
2019/1/6, 73, 18, 28, 13, 1, 
2019/1/7, 60, 21, 23, 20, 2, 
2019/1/8, 59, 18, 11, 23, 1, 
2019/1/9, 55, 14, 26, 19, , 
2019/1/10, 36, 21, 9, 27, 3, 
2019/1/11, 53, 21, 9, 23, 2, 
2019/1/12, 61, 15, 22, 17, 2, 
2019/1/13, 46, 15, 18, 20, 2, 
2019/1/14, 46, 17, 22, 19, 3, 
2019/1/15, 48, 22, 14, 22, 5, 
2019/1/16, 65, 10, 25, 19, 1, 
2019/1/17, 21, 11, 14, 20, 1, 
2019/1/18, 29, 9, 21, 20, 1, 
2019/1/19, 29, 9, 29, 13, , 
2019/1/20, 18, 12, 22, 20, 1, 
2019/1/21, 29, 11, 23, 16, 2, 
2019/1/22, 27, 12, 33, 11, 4, 
2019/1/23, 15, 8, 28, 15, 2, 
2019/1/24, 16, 10, 24, 19, 1, 
2019/1/25, 27, 12, 19, 17, 1, 
2019/1/26, 40, 13, 33, 11, 3, 
2019/1/27, 28, 16, 32, 16, 3, 
2019/1/28, 25, 12, 30, 11, 3, 
2019/1/29, 22, 10, 34, 14, 1, 
2019/1/30, 21, 8, 28, 14, 2, 
2019/1/31, 20, 9, 39, 13, 2, 
2019/2/1, 12, 13, 36, 12, 2, 
2019/2/2, 18, 12, 30, 13, 2, 
2019/2/3, 25, 17, 17, 25, 3, 
2019/2/4, 47, 15, 14, 22, 2, 
2019/2/5, 42, 15, 17, 18, 2, 
2019/2/6, 47, 16, 27, 19, 3, 
2019/2/7, 35, 16, 18, 20, 3, 
2019/2/8, 43, 21, 27, 19, 2, 
2019/2/9, 37, 12, 35, 15, 3, 
2019/2/10, 22, 16, 32, 18, 2, 
2019/2/11, 31, 16, 29, 17, 2, 
2019/2/12, 42, 23, 16, 24, 3, 
2019/2/13, 57, 26, 19, 26, 3, 
2019/2/14, 73, 25, 19, 30, 4, 
2019/2/15, 69, 26, 25, 29, 3, 
2019/2/16, 90, 23, 30, 24, 3, 
2019/2/17, 71, 14, 28, 22, , 
2019/2/18, 33, 12, 29, 15, 1, 
2019/2/19, 27, 18, 18, 19, 2, 
2019/2/20, 45, 22, 19, 23, 3, 
2019/2/21, 55, 34, 18, 25, 2, 
2019/2/22, 62, 32, 32, 20, 1, 
2019/2/23, 59, 32, 26, 18, 1, 
2019/2/24, 65, 37, 22, 19, 1, 
2019/2/25, 77, 41, 20, 20, 2, 
2019/2/26, 86, 41, 33, 25, 3, 
2019/2/27, 79, 33, 26, 23, 3, 
2019/2/28, 64, 26, 28, 18, 1, 
2019/3/1, 63, 26, 28, 17, 2, 
2019/3/2, 58, 27, 28, 15, 2, 
2019/3/3, 68, 27, 35, 12, 6, 
2019/3/4, 45, 27, 34, 10, 1, 
2019/3/5, 60, 16, 31, 12, 2, 
2019/3/6, 39, 18, 33, 12, 1, 
2019/3/7, 40, 19, 29, 16, 2, 
2019/3/8, 41, 16, 20, 10, 3, 
2019/3/9, 41, 21, 30, 9, 3, 
2019/3/10, 52, 21, 37, 11, 1, 
2019/3/11, 47, 22, 26, 15, 2, 
2019/3/12, 47, 17, 32, 12, 1, 
2019/3/13, 39, 18, 32, 11, 2, 
2019/3/14, 38, 21, 36, 14, 1, 
2019/3/15, 49, 26, 32, 14, 2, 
2019/3/16, 59, 21, 37, 10, 1, 
2019/3/17, 45, 19, 29, 16, 1, 
2019/3/18, 44, 14, 32, 13, , 
2019/3/19, 38, 15, 38, 10, 1, 
2019/3/20, 46, 21, 42, 11, 1, 
2019/3/21, 52, 26, 34, 18, 2, 
2019/3/22, 61, 27, 44, 16, 1, 
2019/3/23, 64, 30, 50, 11, , 
2019/3/24, 70, 28, 41, 5, , 
2019/3/25, 58, 21, 44, 5, 1, 
2019/3/26, 40, 25, 43, 8, 1, 
2019/3/27, 48, 30, 43, 12, 1, 
2019/3/28, 64, 32, 40, 15, , 
2019/3/29, 65, 40, 38, 17, 1, 
2019/3/30, 81, 35, 47, 12, 1, 
2019/3/31, 67, 27, 42, 16, 1, 
2018/10/1, 24, 16, 34, 9, 1, 
2018/10/2, 24, 18, 36, 10, 1, 
2018/10/3, 30, 26, 21, 19, 1, 
2018/10/4, 48, 30, 33, 20, 4, 
2018/10/5, 64, 22, 24, 15, 2, 
2018/10/6, 51, 15, 28, 9, 1, 
2018/10/7, 24, 15, 27, 11, 1, 
2018/10/8, 31, 16, 24, 12, 1, 
2018/10/9, 34, 21, 24, 22, 1, 
2018/10/10, 44, 22, 22, 20, 2, 
2018/10/11, 46, 13, 28, 14, 1, 
2018/10/12, 32, 17, 21, 19, 2, 
2018/10/13, 33, 15, 31, 7, 1, 
2018/10/14, 19, 13, 22, 13, 1, 
2018/10/15, 25, 18, 22, 15, 2, 
2018/10/16, 37, 19, 22, 14, 1, 
2018/10/17, 50, 15, 26, 13, 1, 
2018/10/18, 39, 24, 25, 15, 1, 
2018/10/19, 61, 23, 30, 13, 1, 
2018/10/20, 65, 19, 36, 8, 1, 
2018/10/21, 61, 19, 35, 11, , 
2018/10/22, 53, 15, 28, 10, 1, 
2018/10/23, 38, 17, 27, 12, 1, 
2018/10/24, 41, 21, 26, 14, 2, 
2018/10/25, 53, 24, 15, 15, 2, 
2018/10/26, 58, 8, 27, 11, 1, 
2018/10/27, 17, 5, 26, 7, 1, 
2018/10/28, 18, 10, 22, 17, 3, 
2018/10/29, 26, 15, 15, 19, 1, 
2018/10/30, 38, 15, 12, 18, 4, 
2018/10/31, 35, 8, 21, 9, 1, 
2018/11/1, 26, 12, 26, 15, 2, 
2018/11/2, 22, 15, 13, 13, 3, 
2018/11/3, 41, 22, 11, 12, 2, 
2018/11/4, 47, 9, 24, 14, 2, 
2018/11/5, 17, 12, 29, 15, 1, 
2018/11/6, 26, 13, 30, 15, 2, 
2018/11/7, 30, 18, 20, 20, 2, 
2018/11/8, 38, 17, 29, 20, 2, 
2018/11/9, 36, 18, 20, 19, 1, 
2018/11/10, 34, 16, 9, 19, 2, 
2018/11/11, 45, 15, 15, 18, 3, 
2018/11/12, 43, 19, 18, 16, 2, 
2018/11/13, 48, 22, 7, 18, 3, 
2018/11/14, 56, 31, 2, 24, 2, 
2018/11/15, 66, 32, 6, 23, 2, 
2018/11/16, 71, 25, 11, 24, 2, 
2018/11/17, 56, 24, 13, 15, 1, 
2018/11/18, 57, 18, 26, 14, 1, 
2018/11/19, 44, 14, 28, 12, , 
2018/11/20, 34, 20, 12, 18, 3, 
2018/11/21, 51, 17, 12, 25, 3, 
2018/11/22, 40, 15, 14, 23, 2, 
2018/11/23, 31, 12, 19, 17, 1, 
2018/11/24, 35, 8, 27, 13, 1, 
2018/11/25, 30, 11, 20, 20, 1, 
2018/11/26, 28, 19, 6, 22, 4, 
2018/11/27, 49, 32, 3, 26, 7, 
2018/11/28, 73, 24, 13, 28, 1, 
2018/11/29, 56, 19, 14, 24, 2, 
2018/11/30, 44, 21, 7, 24, 2, 
2018/12/1, 60, 16, 6, 21, 2, 
2018/12/2, 49, 12, 5, 20, 1, 
2018/12/3, 34, 20, 9, 15, 3, 
2018/12/4, 43, 21, 3, 19, 3, 
2018/12/5, 55, 18, 17, 17, 3, 
2018/12/6, 46, 18, 21, 18, 2, 
2018/12/7, 43, 22, 23, 17, 2, 
2018/12/8, 37, 28, 28, 16, 4, 
2018/12/9, 41, 33, 20, 19, 1, 
2018/12/10, 59, 32, 5, 25, 4, 
2018/12/11, 77, 26, 23, 21, 2, 
2018/12/12, 50, 17, 25, 19, 2, 
2018/12/13, 34, 12, 28, 19, 2, 
2018/12/14, 31, 17, 17, 18, 1, 
2018/12/15, 44, 10, 30, 12, , 
2018/12/16, 23, 20, 26, 23, 2, 
2018/12/17, 53, 14, 26, 22, 1, 
2018/12/18, 37, 10, 24, 20, , 
2018/12/19, 28, 18, 22, 24, 2, 
2018/12/20, 42, 27, 8, 33, 3, 
2018/12/21, 67, 22, 7, 25, 2, 
2018/12/22, 60, 21, 6, 19, 2, 
2018/12/23, 67, 22, 6, 19, 3, 
2018/12/24, 70, 23, 8, 13, 1, 
2018/12/25, 79, 30, 2, 23, 4, 
2018/12/26, 86, 26, 5, 25, 5, 
2018/12/27, 73, 25, 7, 24, 4, 
2018/12/28, 67, 16, 22, 9, , 
2018/12/29, 42, 14, 23, 9, 1, 
2018/12/30, 50, , , , , 
2018/7/1, 42, 13, 29, 7, 1, 
2018/7/2, 33, 14, 28, 6, 1, 
2018/7/3, 32, 20, 28, 8, 2, 
2018/7/4, 40, 18, 28, 7, 2, 
2018/7/5, 44, 16, 27, 5, 1, 
2018/7/6, 37, 14, 27, 4, 1, 
2018/7/7, 35, 12, 40, 1, 1, 
2018/7/8, 41, 20, 42, 5, 2, 
2018/7/9, 52, 19, 48, 5, 1, 
2018/7/10, 49, 18, 29, 10, , 
2018/7/11, 44, 20, 20, 9, 1, 
2018/7/12, 37, 16, 31, 6, , 
2018/7/13, 30, 18, 31, 7, , 
2018/7/14, 38, 25, 25, 8, 2, 
2018/7/15, 49, 21, 17, 9, 1, 
2018/7/16, 41, 11, 15, 8, 1, 
2018/7/17, 15, 12, 17, 5, , 
2018/7/18, 10, 13, 20, 10, , 
2018/7/19, 15, 12, 9, 14, , 
2018/7/20, 23, 14, 8, 9, 1, 
2018/7/21, 30, 9, 16, 6, 1, 
2018/7/22, 14, 11, 21, 8, , 
2018/7/23, 15, 15, 18, 8, , 
2018/7/24, 15, 12, 18, 4, , 
2018/7/25, 14, 22, 11, 11, 1, 
2018/7/26, 37, 22, 15, 12, 2, 
2018/7/27, 30, 19, 15, 8, 1, 
2018/7/28, 21, 21, 22, 6, 2, 
2018/7/29, 25, 15, 19, 10, 2, 
2018/7/30, 26, 14, 14, 8, 2, 
2018/7/31, 15, 9, 13, 5, , 
2018/8/1, 9, 14, 23, 5, , 
2018/8/2, 20, 17, 30, 9, , 
2018/8/3, 30, 18, 33, 8, , 
2018/8/4, 38, 19, 32, 6, , 
2018/8/5, 45, 24, 10, 13, 2, 
2018/8/6, 54, 18, 1, 10, 5, 
2018/8/7, 32, 10, 13, 8, 1, 
2018/8/8, 16, 10, 14, 9, 1, 
2018/8/9, 11, 11, 26, 8, 1, 
2018/8/10, 19, 12, 31, 8, , 
2018/8/11, 19, 14, 21, 10, 2, 
2018/8/12, 36, 11, 21, 8, 2, 
2018/8/13, 19, 8, 20, 6, 1, 
2018/8/14, 14, 8, 27, 5, 1, 
2018/8/15, 11, 11, 18, 10, , 
2018/8/16, 21, 9, 21, 6, , 
2018/8/17, 15, 9, 26, 7, , 
2018/8/18, 13, 10, 32, 5, , 
2018/8/19, 16, 11, 25, 7, 1, 
2018/8/20, 24, 12, 24, 7, , 
2018/8/21, 21, 13, 26, 10, , 
2018/8/22, 27, 10, 29, 8, , 
2018/8/23, 17, 9, 24, 9, , 
2018/8/24, 21, 16, 27, 8, , 
2018/8/25, 18, 10, 32, 7, 1, 
2018/8/26, 23, 14, 36, 11, 3, 
2018/8/27, 40, 15, 26, 9, 2, 
2018/8/28, 32, 15, 27, 12, 2, 
2018/8/29, 29, 13, 26, 9, 1, 
2018/8/30, 15, 10, 30, 9, , 
2018/8/31, 27, 10, 33, 6, 1, 
2018/9/1, 22, 11, 45, 5, 1, 
2018/9/2, 20, 18, 44, 10, 1, 
2018/9/3, 30, 16, 45, 11, , 
2018/9/4, 38, 13, 40, 13, 8, 
2018/9/5, 40, 18, 20, 22, , 
2018/9/7, 21, 15, 37, 6, , 
2018/9/8, 32, 21, 32, 9, 1, 
2018/9/9, 52, 12, 33, 9, , 
2018/9/10, 31, 21, 31, 12, 1, 
2018/9/11, 48, 26, 23, 15, 1, 
2018/9/12, 69, 16, 29, 10, 1, 
2018/9/13, 42, 9, 28, 7, , 
2018/9/14, 25, 10, 34, 5, , 
2018/9/15, 20, 19, 26, 13, 3, 
2018/9/16, 48, 18, 35, 13, 2, 
2018/9/17, 47, 17, 25, 11, 1, 
2018/9/18, 47, 26, 30, 11, 2, 
2018/9/19, 37, 28, 24, 15, 5, 
2018/9/20, 54, 22, 21, 13, 3, 
2018/9/21, 45, 13, 25, 7, 1, 
2018/9/22, 28, 16, 14, 10, 4, 
2018/9/23, 45, 11, 30, 5, , 
2018/9/24, 17, 14, 32, 10, 1, 
2018/9/25, 22, 19, 28, 15, 2, 
2018/9/26, 40, 28, 35, 21, 4, 
2018/9/27, 59, 27, 33, 14, 1, 
2018/9/28, 63, 19, 44, 6, , 
2018/9/29, 47, 19, 43, 10, , 
2018/9/30, 43, 14, 37, 7, , 
2018/4/1, 33, 25, 19, 28, 3, 
2018/4/2, 43, 24, 29, 23, 3, 
2018/4/3, 37, 13, 32, 12, 2, 
2018/4/4, 19, 25, 29, 17, 2, 
2018/4/5, 33, 28, 34, 23, 4, 
2018/4/6, 46, 14, 39, 7, 1, 
2018/4/7, 18, 13, 35, 9, 2, 
2018/4/8, 21, 16, 37, 12, 2, 
2018/4/9, 21, 14, 34, 16, 3, 
2018/4/10, 21, 14, 31, 14, 3, 
2018/4/11, 22, 14, 34, 14, 3, 
2018/4/12, 24, 16, 34, 13, 1, 
2018/4/13, 26, 25, 34, 12, 1, 
2018/4/14, 39, 23, 32, 12, 3, 
2018/4/15, 37, 17, 37, 10, 1, 
2018/4/16, 25, 32, 32, 16, 2, 
2018/4/17, 48, 32, 35, 14, 3, 
2018/4/18, 57, 28, 35, 15, 3, 
2018/4/19, 56, 36, 36, 12, 3, 
2018/4/20, 73, 31, 30, 11, 1, 
2018/4/21, 75, 39, 38, 13, 3, 
2018/4/22, 72, 21, 37, 7, 1, 
2018/4/23, 47, 22, 34, 7, 1, 
2018/4/24, 40, 21, 29, 8, 1, 
2018/4/25, 38, 16, 33, 5, 1, 
2018/4/26, 26, 22, 35, 10, 3, 
2018/4/27, 36, 15, 36, 7, 2, 
2018/4/28, 26, 12, 32, 9, 2, 
2018/4/29, 31, 10, 28, 9, 2, 
2018/4/30, 26, 12, 38, 4, 2, 
2018/5/1, 28, 14, 21, 10, 2, 
2018/5/2, 35, 16, 36, 6, 1, 
2018/5/3, 29, 16, 34, 5, 1, 
2018/5/4, 29, 19, 34, 8, 1, 
2018/5/5, 39, 21, 48, 7, 1, 
2018/5/6, 53, 35, 44, 12, 2, 
2018/5/7, 77, 33, 39, 12, 2, 
2018/5/8, 73, 25, 25, 12, 2, 
2018/5/9, 56, 23, 38, 9, 1, 
2018/5/10, 32, 27, 29, 13, 2, 
2018/5/11, 42, 18, 30, 10, 3, 
2018/5/12, 24, 12, 25, 7, 2, 
2018/5/13, 21, 9, 30, 9, 1, 
2018/5/14, 18, 13, 31, 9, 3, 
2018/5/15, 28, 10, 27, 7, 1, 
2018/5/16, 17, 11, 33, 8, 1, 
2018/5/17, 34, 24, 41, 8, 1, 
2018/5/18, 55, 21, 39, 6, 1, 
2018/5/19, 53, 22, 43, 6, 1, 
2018/5/20, 45, 20, 42, 10, 1, 
2018/5/21, 48, 24, 38, 12, 2, 
2018/5/22, 63, 22, 40, 8, 1, 
2018/5/23, 60, 26, 37, 10, 1, 
2018/5/24, 67, 22, 40, 11, 1, 
2018/5/25, 55, 16, 34, 12, 2, 
2018/5/26, 41, 23, 36, 10, 2, 
2018/5/27, 56, 18, 33, 16, 2, 
2018/5/28, 44, 14, 36, 22, 2, 
2018/5/29, 39, 21, 24, 9, 3, 
2018/5/30, 54, 21, 20, 10, 3, 
2018/5/31, 50, 12, 17, 12, 2, 
2018/6/1, 28, 14, 23, 5, 2, 
2018/6/2, 37, 12, 28, 4, 1, 
2018/6/3, 33, 7, 28, 6, 1, 
2018/6/4, 19, 10, 26, 9, 2, 
2018/6/5, 29, 14, 30, 9, 4, 
2018/6/6, 32, 17, 30, 5, 1, 
2018/6/7, 50, 15, 25, 11, 2, 
2018/6/8, 38, 11, 29, 4, 1, 
2018/6/9, 23, 12, 27, 4, 1, 
2018/6/10, 30, 13, 26, 7, 2, 
2018/6/11, 31, 20, 29, 6, 3, 
2018/6/12, 43, 19, 23, 5, 2, 
2018/6/13, 45, 15, 24, 4, 2, 
2018/6/14, 39, 14, 20, 7, 2, 
2018/6/15, 39, 11, 29, 4, 1, 
2018/6/16, 28, 15, 28, 1, 1, 
2018/6/17, 33, 15, 17, 5, 1, 
2018/6/18, 37, 9, 21, 1, 1, 
2018/6/19, 21, 15, 24, 3, 1, 
2018/6/20, 45, 19, 22, 2, 1, 
2018/6/21, 40, 23, 28, 1, 1, 
2018/6/22, 33, 20, 30, 1, 2, 
2018/6/23, 36, 26, 37, 3, 2, 
2018/6/24, 62, 23, 33, 6, 2, 
2018/6/25, 48, 24, 31, 8, 3, 
2018/6/26, 56, 14, 18, 7, 2, 
2018/6/27, 32, 14, 20, 6, 2, 
2018/6/28, 39, 13, 28, 2, 1, 
2018/6/29, 30, 18, 27, 5, 1, 
2018/6/30, 48, 17, 32, 8, 1, 
2018/1/1, 21, 11, 28, 12, 3, 
2018/1/2, 24, 17, 21, 13, 4, 
2018/1/3, 23, 21, 18, 15, 11, 
2018/1/4, 35, 16, 25, 19, 3, 
2018/1/5, 31, 11, 26, 13, 3, 
2018/1/6, 26, 9, 29, 12, 1, 
2018/1/7, 21, 17, 8, 22, 2, 
2018/1/8, 43, 20, 7, 27, 4, 
2018/1/9, 48, 14, 24, 20, 2, 
2018/1/10, 33, 9, 29, 13, 1, 
2018/1/11, 24, 20, 15, 23, 3, 
2018/1/12, 47, 14, 7, 24, 2, 
2018/1/13, 50, 9, 21, 14, 2, 
2018/1/14, 29, 13, 18, 18, 2, 
2018/1/15, 29, 20, 24, 17, 4, 
2018/1/16, 35, 33, 26, 20, 8, 
2018/1/17, 45, 26, 15, 22, 5, 
2018/1/18, 49, 25, 16, 22, 6, 
2018/1/19, 43, 12, 22, 14, 3, 
2018/1/20, 30, 12, 20, 11, 3, 
2018/1/21, 28, 17, 10, 19, 5, 
2018/1/22, 40, 23, 6, 22, 6, 
2018/1/23, 52, 22, 11, 20, 6, 
2018/1/24, 56, 12, 18, 21, 3, 
2018/1/25, 29, 17, 24, 18, 3, 
2018/1/26, 27, 13, 19, 15, 3, 
2018/1/27, 30, 15, 21, 15, 1, 
2018/1/28, 41, 25, 9, 22, 5, 
2018/1/29, 59, 22, 19, 17, 3, 
2018/1/30, 55, 26, 12, 19, 6, 
2018/1/31, 66, 16, 23, 18, 4, 
2018/2/1, 34, 13, 29, 17, 2, 
2018/2/2, 34, 12, 23, 12, 3, 
2018/2/3, 30, 12, 29, 8, 2, 
2018/2/4, 27, 19, 26, 9, 1, 
2018/2/5, 37, 14, 21, 17, 2, 
2018/2/6, 44, 14, 20, 19, 3, 
2018/2/7, 43, 16, 23, 19, 3, 
2018/2/8, 45, 18, 25, 19, 2, 
2018/2/9, 42, 13, 23, 13, 2, 
2018/2/10, 35, 13, 23, 11, 3, 
2018/2/11, 30, 15, 26, 20, 3, 
2018/2/12, 39, 15, 26, 16, 4, 
2018/2/13, 38, 15, 18, 23, 4, 
2018/2/14, 27, 34, 4, 27, 4, 
2018/2/15, 57, 37, 9, 21, 3, 
2018/2/16, 53, 17, 27, 17, 2, 
2018/2/17, 31, 17, 20, 15, 2, 
2018/2/18, 37, 17, 20, 22, , 
2018/2/19, 33, 14, 21, 23, 2, 
2018/2/20, 19, 18, 30, 11, 2, 
2018/2/21, 28, 20, 29, 16, 3, 
2018/2/22, 47, 22, 32, 18, 2, 
2018/2/23, 55, 20, 31, 15, 2, 
2018/2/24, 54, 26, 32, 14, 2, 
2018/2/25, 67, 23, 33, 10, 2, 
2018/2/26, 52, 15, 34, 7, 2, 
2018/2/27, 29, 19, 33, 18, 2, 
2018/2/28, 54, 19, 22, 23, 4, 
2018/3/1, 42, 12, 29, 23, 3, 
2018/3/2, 29, 155, 29, 15, 2, 
2018/3/3, 16, 1, 30, 13, 3, 
2018/3/4, 18, 16, 20, 27, 5, 
2018/3/5, 28, 10, 28, 15, 2, 
2018/3/6, 17, 11, 30, 12, 2, 
2018/3/7, 15, 23, 19, 30, 3, 
2018/3/8, 46, 16, 25, 21, 2, 
2018/3/9, 33, 12, 32, 13, 1, 
2018/3/10, 21, 7, 37, 5, 1, 
2018/3/11, 12, 16, 35, 11, 3, 
2018/3/12, 26, 20, 25, 18, 1, 
2018/3/13, 37, 16, 26, 23, 2, 
2018/3/14, 31, 13, 27, 21, 3, 
2018/3/15, 21, 12, 30, 16, 3, 
2018/3/16, 17, 10, 30, 13, 3, 
2018/3/17, 16, 8, 34, 8, 1, 
2018/3/18, 15, 14, 30, 15, 3, 
2018/3/19, 25, 22, 30, 14, 2, 
2018/3/20, 47, 20, 30, 17, 3, 
2018/3/21, 36, 22, 33, 19, 2, 
2018/3/22, 34, 14, 26, 18, 2, 
2018/3/23, 24, 16, 35, 7, 2, 
2018/3/24, 21, 13, 32, 10, 2, 
2018/3/25, 16, 15, 29, 19, 2, 
2018/3/26, 28, 20, 18, 13, 4, 
2018/3/27, 32, 19, 17, 17, 4, 
2018/3/28, 30, 11, 28, 14, 2, 
2018/3/29, 17, 5, 36, 8, 2, 
2018/3/30, 11, 14, 35, 11, 3, 
2018/3/31, 20, 18, 19, 20, 2, 
2017/10/1, 38, 16, 16, 12, 1, 
2017/10/2, 43, 10, 10, 8, 1, 
2017/10/3, 28, 16, 15, 6, 1, 
2017/10/4, 39, 17, 25, 8, , 
2017/10/5, 39, 13, 26, 8, 1, 
2017/10/6, 31, 16, 29, 7, 2, 
2017/10/7, 41, 17, 32, 11, 2, 
2017/10/8, 46, 18, 28, 12, 2, 
2017/10/9, 52, 21, 19, 16, 3, 
2017/10/10, 62, 26, 21, 21, 5, 
2017/10/11, 60, 28, 21, 13, 3, 
2017/10/12, 62, 36, 18, 20, 3, 
2017/10/13, 81, 41, 23, 18, 2, 
2017/10/14, 82, 42, 5, 29, 2, 
2017/10/15, 91, 43, 22, 21, 4, 
2017/10/16, 73, 32, 21, 17, 3, 
2017/10/17, 68, 21, 9, 19, 2, 
2017/10/18, 51, 15, 11, 18, 2, 
2017/10/19, 44, 24, 17, 19, 2, 
2017/10/20, 49, 25, 23, 12, 4, 
2017/10/21, 56, 14, 23, 10, 3, 
2017/10/22, 35, 20, 16, 17, 4, 
2017/10/23, 43, 24, 9, 24, 5, 
2017/10/24, 52, 26, 14, 25, 5, 
2017/10/25, 58, 25, 24, 24, 3, 
2017/10/26, 57, 21, 24, 18, 2, 
2017/10/27, 54, 13, 29, 7, 2, 
2017/10/28, 40, 13, 25, 11, 2, 
2017/10/29, 43, 11, 23, 9, 1, 
2017/10/30, 25, 15, 24, 14, 1, 
2017/10/31, 39, 21, 8, 22, 3, 
2017/11/1, 51, 27, 11, 26, 3, 
2017/11/2, 65, 15, 9, 20, 2, 
2017/11/3, 46, 15, 18, 15, 3, 
2017/11/4, 43, 12, 25, 10, 2, 
2017/11/5, 30, 14, 20, 17, 2, 
2017/11/6, 38, 14, 14, 17, 3, 
2017/11/7, 39, 12, 21, 20, 2, 
2017/11/8, 35, 13, 13, 22, 2, 
2017/11/9, 42, 13, 14, 21, 2, 
2017/11/10, 38, 10, 18, 13, 2, 
2017/11/11, 34, 8, 19, 11, 3, 
2017/11/12, 27, 18, 29, 15, 2, 
2017/11/13, 32, 14, 22, 14, 2, 
2017/11/14, 39, 21, 23, 18, 3, 
2017/11/15, 54, 29, 9, 25, 5, 
2017/11/16, 68, 28, 4, 24, 7, 
2017/11/17, 70, 19, 18, 17, 1, 
2017/11/18, 59, 18, 18, 16, 1, 
2017/11/19, 56, 28, 3, 28, 7, 
2017/11/20, 67, 29, 5, 28, 9, 
2017/11/21, 73, 22, 21, 18, 2, 
2017/11/22, 53, 39, 15, 26, 4, 
2017/11/23, 71, 22, 11, 24, 2, 
2017/11/24, 57, 13, 21, 17, 1, 
2017/11/25, 33, 11, 17, 13, 3, 
2017/11/26, 36, 17, 12, 20, 4, 
2017/11/27, 52, 16, 7, 24, 5, 
2017/11/28, 44, 10, 14, 19, 3, 
2017/11/29, 35, 10, 16, 17, 2, 
2017/11/30, 30, 14, 24, 14, 2, 
2017/12/1, 25, 11, 18, 19, 2, 
2017/12/2, 35, 14, 13, 17, 2, 
2017/12/3, 45, 16, 14, 20, 2, 
2017/12/4, 47, 17, 14, 21, 2, 
2017/12/5, 56, 22, 9, 23, 3, 
2017/12/6, 61, 14, 11, 22, 2, 
2017/12/7, 41, 11, 21, 16, 1, 
2017/12/8, 17, 12, 17, 17, 1, 
2017/12/9, 28, 8, 29, 9, 2, 
2017/12/10, 20, 11, 29, 16, 2, 
2017/12/11, 23, 9, 21, 16, 1, 
2017/12/12, 24, 11, 21, 16, 3, 
2017/12/13, 27, 15, 26, 15, 3, 
2017/12/14, 26, 16, 28, 17, 2, 
2017/12/15, 33, 13, 19, 15, 2, 
2017/12/16, 34, 18, 14, 18, 4, 
2017/12/17, 43, 20, 8, 22, 4, 
2017/12/18, 47, 17, 23, 18, 3, 
2017/12/19, 40, 24, 16, 19, 2, 
