date, pm25, pm10, o3, no2, so2, co
2025/6/1, 26, 15, 33, 3, , 
2025/6/2, 24, 15, 28, 7, , 
2025/6/3, 24, 19, 29, 8, 1, 
2025/6/4, 32, 21, 23, 6, 1, 
2025/6/5, 29, 15, 27, 6, 1, 
2025/6/6, 27, 17, 29, 4, 1, 
2025/6/7, 26, 26, 36, 2, , 
2025/6/8, 37, 24, 33, 1, , 
2025/6/9, 47, 24, 30, 3, , 
2025/6/10, 48, 34, 22, 7, 1, 
2025/6/11, 49, , , , , 
2025/5/1, 21, 25, 28, 6, , 
2025/5/2, 35, 14, 34, 5, 1, 
2025/5/3, 25, 14, 31, 4, 1, 
2025/5/4, 26, 19, 31, 4, , 
2025/5/5, 26, 14, 32, 4, , 
2025/5/6, 30, 20, 36, 4, , 
2025/5/7, 27, 22, 38, 4, , 
2025/5/8, 43, 15, 34, 4, , 
2025/5/9, 29, 13, 30, 5, , 
2025/5/10, 30, 16, 32, 5, , 
2025/5/11, 26, 15, 20, 8, , 
2025/5/12, 27, 15, 29, 7, , 
2025/5/13, 22, 11, 24, 9, , 
2025/5/14, 27, 13, 23, 9, , 
2025/5/15, 26, 21, 42, 5, , 
2025/5/16, 44, 24, 37, 2, , 
2025/5/17, 37, 26, 31, 5, , 
2025/5/18, 48, 14, 27, 10, , 
2025/5/19, 33, 21, 34, 7, , 
2025/5/20, 37, 23, 26, 9, 1, 
2025/5/21, 45, 14, 36, 5, 1, 
2025/5/22, 26, 13, 37, 5, , 
2025/5/23, 28, 13, 33, 4, , 
2025/5/24, 29, 19, 21, 6, , 
2025/5/25, 34, 14, 30, 4, , 
2025/5/26, 22, 21, 33, 4, , 
2025/5/27, 23, 28, 31, 6, , 
2025/5/28, 37, 29, 30, 8, , 
2025/5/29, 40, 27, 24, 9, 1, 
2025/5/30, 44, 11, 25, 2, , 
2025/5/31, 21, 12, 21, 2, , 
2025/4/1, 42, 24, 34, 3, , 
2025/4/2, 32, 15, 33, 9, , 
2025/4/3, 35, 17, 33, 14, , 
2025/4/4, 34, 12, 29, 10, 2, 
2025/4/5, 31, 12, 16, 6, , 
2025/4/6, 30, 14, 33, 3, , 
2025/4/7, 28, 29, 29, 8, , 
2025/4/8, 64, 27, 35, 5, , 
2025/4/9, 61, 28, 36, 6, , 
2025/4/10, 39, 40, 33, 10, , 
2025/4/11, 55, 33, 32, 7, , 
2025/4/12, 53, 22, 34, 5, , 
2025/4/13, 34, 19, 31, 7, 1, 
2025/4/14, 35, 15, 29, 6, 2, 
2025/4/15, 30, 14, 27, 9, 1, 
2025/4/16, 29, 19, 29, 6, , 
2025/4/17, 24, 24, 26, 10, , 
2025/4/18, 39, 10, 30, 4, 1, 
2025/4/19, 27, 18, 31, 3, , 
2025/4/20, 21, 21, 29, 8, , 
2025/4/21, 32, 19, 35, 7, , 
2025/4/22, 34, 18, 24, 7, , 
2025/4/23, 34, 18, 21, 2, , 
2025/4/24, 33, 21, 13, 8, 1, 
2025/4/25, 39, 19, 29, 5, 1, 
2025/4/26, 27, 15, 31, 2, , 
2025/4/27, 30, 17, 21, 7, , 
2025/4/28, 26, 22, 43, 12, , 
2025/4/29, 43, 27, 43, 12, , 
2025/4/30, 39, 14, 41, 2, , 
2025/1/1, 71, 27, 10, 20, 5, 
2025/1/2, 71, 19, 14, 13, , 
2025/1/3, 40, 15, 20, 13, , 
2025/1/4, 51, 4, 24, 4, , 
2025/1/5, 17, 10, 20, 5, , 
2025/1/6, 29, 49, 18, 13, 8, 
2025/1/7, 67, 9, 22, 9, , 
2025/1/8, 19, 26, 20, 11, , 
2025/1/9, 42, 20, 1, 19, 1, 
2025/1/10, 44, 18, 1, 9, , 
2025/1/11, 34, 17, 2, 5, , 
2025/1/12, 44, 20, 11, 10, 1, 
2025/1/13, 39, 24, 22, 13, 1, 
2025/1/14, 66, 26, 21, 15, 1, 
2025/1/15, 65, 26, 21, 14, 1, 
2025/1/16, 62, 31, 14, 19, 1, 
2025/1/17, 59, 25, 16, 20, 2, 
2025/1/18, 65, 24, 13, 15, 1, 
2025/1/19, 62, 28, 17, 16, 1, 
2025/1/20, 61, 35, 6, 22, 2, 
2025/1/21, 41, 22, 23, 18, 1, 
2025/1/22, 32, 9, 22, 13, , 
2025/1/23, 45, 8, 27, 18, 2, 
2025/1/24, 57, 13, 29, 8, , 
2025/1/25, 31, 12, 29, 7, 1, 
2025/1/26, 31, 13, 33, 7, 1, 
2025/1/27, 27, 12, 32, 7, , 
2025/1/28, 32, 17, 30, 10, , 
2025/1/29, 28, 36, 30, 12, , 
2025/1/30, 47, 30, 18, 17, 1, 
2025/1/31, 61, 22, 21, 14, 1, 
2025/2/1, 46, 15, 29, 7, , 
2025/2/2, 31, 17, 23, 11, , 
2025/2/3, 27, 34, 13, 19, 2, 
2025/2/4, 60, 31, 15, 15, 2, 
2025/2/5, 65, 71, 26, 13, 7, 
2025/2/6, 97, 22, 22, 17, , 
2025/2/7, 60, 17, 22, 11, , 
2025/2/8, 49, 14, 17, 11, , 
2025/2/9, 49, 17, 14, 11, , 
2025/2/10, 47, 26, 21, 15, 1, 
2025/2/11, 52, 18, 24, 13, 1, 
2025/2/12, 35, 29, 12, 17, , 
2025/2/13, 48, 27, 11, 15, 1, 
2025/2/14, 54, 37, 8, 15, 1, 
2025/2/15, 79, 31, 24, 12, , 
2025/2/16, 65, 18, 25, 12, , 
2025/2/17, 46, 43, 10, 19, 1, 
2025/2/18, 71, 37, 25, 20, 1, 
2025/2/19, 70, 39, 16, 20, 1, 
2025/2/20, 73, 18, 27, 11, , 
2025/2/21, 49, 14, 26, 9, 1, 
2025/2/22, 28, 24, 20, 11, , 
2025/2/23, 52, 26, 16, 17, 1, 
2025/2/24, 53, 20, 27, 13, , 
2025/2/25, 35, 19, 26, 11, , 
2025/2/26, 36, 18, 30, 9, , 
2025/2/27, 33, 19, 34, 6, , 
2025/2/28, 30, 16, 33, 2, , 
2025/3/1, 23, 16, 32, 3, , 
2025/3/2, 34, 24, 30, 8, , 
2025/3/3, 41, 30, 29, 8, , 
2025/3/4, 50, 31, 18, 15, , 
2025/3/5, 49, 25, 27, 13, 1, 
2025/3/6, 48, 23, 34, 9, , 
2025/3/7, 41, 7, 35, 5, , 
2025/3/8, 23, 8, 32, 7, , 
2025/3/9, 26, 17, 29, 12, 1, 
2025/3/10, 41, 19, 26, 9, , 
2025/3/11, 37, 15, 25, 11, , 
2025/3/12, 38, 16, 29, 9, , 
2025/3/13, 35, 14, 27, 10, 1, 
2025/3/14, 39, 13, 30, 6, , 
2025/3/15, 43, 14, 32, 8, , 
2025/3/16, 40, 22, 33, 11, , 
2025/3/17, 46, 23, 24, 15, 1, 
2025/3/18, 51, 19, 27, 20, 1, 
2025/3/19, 47, 16, 38, 7, , 
2025/3/20, 28, 14, 35, 11, , 
2025/3/21, 28, 15, 28, 7, , 
2025/3/22, 43, 11, 29, 3, , 
2025/3/23, 25, 17, 28, 9, , 
2025/3/24, 26, 19, , 8, , 
2025/3/25, 36, 18, , 7, , 
2025/3/26, 37, 20, 36, 8, , 
2025/3/27, 38, 22, 27, 11, 1, 
2025/3/28, 47, 20, 37, 4, , 
2025/3/29, 27, 21, 36, 4, 1, 
2025/3/30, 31, 25, 32, 6, 1, 
2025/3/31, 29, 28, 32, 9, 1, 
2024/10/1, 35, 7, 29, 5, , 
2024/10/2, 18, 10, 24, 5, , 
2024/10/3, 24, 20, 18, 10, 1, 
2024/10/4, 42, 20, 8, 9, , 
2024/10/5, 47, 14, 22, 5, , 
2024/10/6, 27, 13, 16, 9, 1, 
2024/10/7, 25, 21, 16, 13, , 
2024/10/8, 40, 14, 21, 7, , 
2024/10/9, 25, 13, 20, 8, , 
2024/10/10, 33, 18, 16, 11, , 
2024/10/11, 36, 18, 23, 10, , 
2024/10/12, 36, 17, 19, 8, , 
2024/10/13, 46, 18, 17, 9, , 
2024/10/14, 43, 28, 9, 10, , 
2024/10/15, 54, 17, 18, 8, , 
2024/10/16, 30, 15, 24, 7, 1, 
2024/10/17, 29, 15, 14, 10, , 
2024/10/18, 29, 14, 26, 6, , 
2024/10/19, 25, 20, 16, 8, , 
2024/10/20, 34, 18, 18, 9, , 
2024/10/21, 41, 17, 20, 4, , 
2024/10/22, 26, 28, 19, 12, 1, 
2024/10/23, 39, 21, 22, 10, 4, 
2024/10/24, 48, 16, 16, 11, 1, 
2024/10/25, 41, 14, 17, 8, , 
2024/10/26, 38, 14, 19, 5, 1, 
2024/10/27, 44, 16, 16, 8, 1, 
2024/10/28, 40, 24, 15, 7, 1, 
2024/10/29, 56, 25, 15, 5, , 
2024/10/30, 54, 48, 9, 12, 1, 
2024/10/31, 68, 54, 11, 13, 1, 
2024/11/1, 69, 30, 11, 9, 1, 
2024/11/2, 62, 31, 12, 7, , 
2024/11/3, 65, 34, 7, 17, 1, 
2024/11/4, 58, 29, 8, 15, 1, 
2024/11/5, 66, 31, 8, 14, 1, 
2024/11/6, 67, 30, 8, 12, 1, 
2024/11/7, 72, 28, 15, 15, 1, 
2024/11/8, 63, 19, 17, 9, , 
2024/11/9, 46, 16, 14, 8, , 
2024/11/10, 42, 21, 20, 7, , 
2024/11/11, 44, 24, 19, 9, , 
2024/11/12, 44, 13, 18, 6, , 
2024/11/13, 37, 17, 16, 4, 1, 
2024/11/14, 51, 28, 9, 10, 1, 
2024/11/15, 63, 38, 6, 10, 1, 
2024/11/16, 70, 31, 15, 7, , 
2024/11/17, 59, 30, 5, 11, , 
2024/11/18, 63, 28, 18, 13, 1, 
2024/11/19, 55, 18, 20, 9, 1, 
2024/11/20, 49, 14, 20, 5, 1, 
2024/11/21, 51, 28, 16, 12, 1, 
2024/11/22, 53, 22, 18, 6, 1, 
2024/11/23, 51, 28, 21, 1, 1, 
2024/11/24, 50, 16, 19, 11, 1, 
2024/11/25, 47, 23, 9, 17, 1, 
2024/11/26, 61, 27, 11, 17, 1, 
2024/11/27, 67, 30, 5, 16, 1, 
2024/11/28, 73, 47, 5, 22, 2, 
2024/11/29, 78, 35, 4, 17, 1, 
2024/11/30, 71, 41, 11, 11, 1, 
2024/12/1, 63, 21, 8, 15, , 
2024/12/2, 51, 16, 16, 12, , 
2024/12/3, 53, 16, 14, 13, , 
2024/12/4, 43, 26, 15, 15, , 
2024/12/5, 59, 22, 11, 11, , 
2024/12/6, 51, 27, 19, 7, 2, 
2024/12/7, 51, 28, 22, 3, 1, 
2024/12/8, 45, 22, 18, 8, 1, 
2024/12/9, 48, 14, 10, 12, , 
2024/12/10, 52, 19, 5, 15, 1, 
2024/12/11, 57, 22, 12, 15, 2, 
2024/12/12, 60, 23, 5, 16, 2, 
2024/12/13, 58, 21, 9, 14, 7, 
2024/12/14, 66, 19, 15, 9, 1, 
2024/12/15, 61, 31, 5, 18, 2, 
2024/12/16, 75, 33, 10, 24, 3, 
2024/12/17, 78, 35, 8, 21, 2, 
2024/12/18, 68, 22, 13, 15, , 
2024/12/19, 54, 18, 14, 13, , 
2024/12/20, 53, 18, 15, 12, , 
2024/12/21, 57, 20, 20, 9, 1, 
2024/12/22, 55, 28, 17, 19, 2, 
2024/12/23, 56, 25, 11, 14, 2, 
2024/12/24, 64, 20, 12, 8, 1, 
2024/12/25, 65, 17, 11, 6, , 
2024/12/26, 60, 15, 8, 7, , 
2024/12/27, 60, 19, 5, 11, 1, 
2024/12/28, 66, 23, 11, 9, 1, 
2024/12/29, 66, , , , , 
2024/7/1, 50, 11, 25, 3, , 
2024/7/2, 30, 14, 26, 3, , 
2024/7/3, 31, 16, 20, 5, , 
2024/7/4, 35, 14, 20, 3, , 
2024/7/5, 29, 15, 22, 6, , 
2024/7/6, 35, 15, 25, 3, , 
2024/7/7, 32, 15, 19, 5, 1, 
2024/7/8, 33, 14, 20, 7, , 
2024/7/9, 35, 14, 22, 6, , 
2024/7/10, 37, 16, 24, 6, , 
2024/7/11, 40, 13, 26, 4, , 
2024/7/12, 21, 14, 29, 2, , 
2024/7/13, 31, 16, 32, 4, 1, 
2024/7/14, 33, 24, 22, 6, 1, 
2024/7/15, 32, 19, 24, 5, , 
2024/7/16, 40, 18, 25, 4, , 
2024/7/17, 34, 25, 24, 6, , 
2024/7/18, 49, 16, 22, 3, , 
2024/7/19, 40, 19, 21, 5, , 
2024/7/20, 40, 20, 27, 3, 5, 
2024/7/21, 34, 15, 29, 4, , 
2024/7/22, 31, 19, 23, 3, , 
2024/7/23, 46, 11, 23, 1, , 
2024/7/24, 30, 47, 17, 1, 6, 
2024/7/25, 54, 8, 18, 2, , 
2024/7/26, 22, 9, 18, 1, , 
2024/7/27, 30, 16, 20, 1, , 
2024/7/28, 25, 30, 19, 6, , 
2024/7/29, 50, 26, 27, 5, , 
2024/7/30, 54, 31, 34, 5, , 
2024/7/31, 60, 23, 33, 5, , 
2024/8/1, 46, 13, 26, 4, , 
2024/8/2, 27, 12, 27, 1, , 
2024/8/3, 31, 15, 30, 2, , 
2024/8/4, 34, 19, 26, 4, , 
2024/8/5, 44, 16, 22, 4, 1, 
2024/8/6, 34, 10, 26, 2, , 
2024/8/7, 19, 19, 25, 2, , 
2024/8/8, 27, 92, 23, 3, 14, 
2024/8/9, 100, 14, 30, , , 
2024/8/10, 36, 23, 33, 2, , 
2024/8/11, 45, 21, 23, 5, , 
2024/8/12, 33, 15, 26, 7, 1, 
2024/8/13, 28, 20, 26, 7, 1, 
2024/8/14, 28, 15, 28, 4, , 
2024/8/15, 29, 20, 33, 6, , 
